Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
CHEN FAMILY HALL,CHEN FL 5,CHEN 517,CHEN 517 517A,CHEN 517 517A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 517,CHEN 517 517B,CHEN 517 517B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 517,CHEN 517 517C,CHEN 517 517C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 517,CHEN 517 517D,CHEN 517 517D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 519,CHEN 519 519A,CHEN 519 519A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 519,CHEN 519 519B,CHEN 519 519B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 519,CHEN 519 519C,CHEN 519 519C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
CHEN FAMILY HALL,CHEN FL 5,CHEN 519,CHEN 519 519D,CHEN 519 519D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 114,DANOFF 114 114A,DANOFF 114 114A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 114,DANOFF 114 114B,DANOFF 114 114B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 114,DANOFF 114 114C,DANOFF 114 114C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 114,DANOFF 114 114D,DANOFF 114 114D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 115,DANOFF 115 115A,DANOFF 115 115A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 115,DANOFF 115 115B,DANOFF 115 115B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 115,DANOFF 115 115C,DANOFF 115 115C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 115,DANOFF 115 115D,DANOFF 115 115D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 119,DANOFF 119 119A,DANOFF 119 119A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 119,DANOFF 119 119B,DANOFF 119 119B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 119,DANOFF 119 119C,DANOFF 119 119C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 119,DANOFF 119 119D,DANOFF 119 119D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 124,DANOFF 124 124A,DANOFF 124 124A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 124,DANOFF 124 124B,DANOFF 124 124B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 124,DANOFF 124 124C,DANOFF 124 124C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 1,DANOFF 124,DANOFF 124 124D,DANOFF 124 124D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 204,DANOFF 204 204A,DANOFF 204 204A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 204,DANOFF 204 204B,DANOFF 204 204B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 204,DANOFF 204 204C,DANOFF 204 204C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 204,DANOFF 204 204D,DANOFF 204 204D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 205,DANOFF 205 205A,DANOFF 205 205A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 205,DANOFF 205 205B,DANOFF 205 205B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 205,DANOFF 205 205C,DANOFF 205 205C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 205,DANOFF 205 205D,DANOFF 205 205D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 222,DANOFF 222 222A,DANOFF 222 222A-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 222,DANOFF 222 222B,DANOFF 222 222B-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 222,DANOFF 222 222C,DANOFF 222 222C-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
DANOFF HALL,DANOFF FL 2,DANOFF 224,DANOFF 224 224A,DANOFF 224 224A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 224,DANOFF 224 224B,DANOFF 224 224B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 224,DANOFF 224 224C,DANOFF 224 224C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 2,DANOFF 224,DANOFF 224 224D,DANOFF 224 224D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 304,DANOFF 304 304A,DANOFF 304 304A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 304,DANOFF 304 304B,DANOFF 304 304B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 304,DANOFF 304 304C,DANOFF 304 304C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 304,DANOFF 304 304D,DANOFF 304 304D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 305,DANOFF 305 305A,DANOFF 305 305A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 305,DANOFF 305 305B,DANOFF 305 305B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 305,DANOFF 305 305C,DANOFF 305 305C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 305,DANOFF 305 305D,DANOFF 305 305D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 311,DANOFF 311 311A,DANOFF 311 311A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 311,DANOFF 311 311B,DANOFF 311 311B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 311,DANOFF 311 311C,DANOFF 311 311C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 311,DANOFF 311 311D,DANOFF 311 311D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 314,DANOFF 314 314A,DANOFF 314 314A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 314,DANOFF 314 314B,DANOFF 314 314B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 314,DANOFF 314 314C,DANOFF 314 314C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 314,DANOFF 314 314D,DANOFF 314 314D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 315,DANOFF 315 315A,DANOFF 315 315A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 315,DANOFF 315 315B,DANOFF 315 315B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 315,DANOFF 315 315C,DANOFF 315 315C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 315,DANOFF 315 315D,DANOFF 315 315D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 324,DANOFF 324 324A,DANOFF 324 324A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 324,DANOFF 324 324B,DANOFF 324 324B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 324,DANOFF 324 324C,DANOFF 324 324C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 3,DANOFF 324,DANOFF 324 324D,DANOFF 324 324D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 4,DANOFF 414,DANOFF 414 414A,DANOFF 414 414A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 4,DANOFF 414,DANOFF 414 414B,DANOFF 414 414B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 4,DANOFF 414,DANOFF 414 414C,DANOFF 414 414C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 4,DANOFF 414,DANOFF 414 414D,DANOFF 414 414D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 4,DANOFF 415,DANOFF 415 415A,DANOFF 415 415A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 4,DANOFF 415,DANOFF 415 415B,DANOFF 415 415B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 4,DANOFF 415,DANOFF 415 415C,DANOFF 415 415C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 4,DANOFF 415,DANOFF 415 415D,DANOFF 415 415D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 504,DANOFF 504 504A,DANOFF 504 504A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 504,DANOFF 504 504B,DANOFF 504 504B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 504,DANOFF 504 504C,DANOFF 504 504C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 504,DANOFF 504 504D,DANOFF 504 504D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 505,DANOFF 505 505A,DANOFF 505 505A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 505,DANOFF 505 505B,DANOFF 505 505B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 505,DANOFF 505 505C,DANOFF 505 505C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 505,DANOFF 505 505D,DANOFF 505 505D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 511,DANOFF 511 511A,DANOFF 511 511A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
DANOFF HALL,DANOFF FL 5,DANOFF 511,DANOFF 511 511B,DANOFF 511 511B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 511,DANOFF 511 511C,DANOFF 511 511C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 511,DANOFF 511 511D,DANOFF 511 511D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 514,DANOFF 514 514A,DANOFF 514 514A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 514,DANOFF 514 514B,DANOFF 514 514B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 514,DANOFF 514 514C,DANOFF 514 514C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 514,DANOFF 514 514D,DANOFF 514 514D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 515,DANOFF 515 515A,DANOFF 515 515A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 515,DANOFF 515 515B,DANOFF 515 515B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 515,DANOFF 515 515C,DANOFF 515 515C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 515,DANOFF 515 515D,DANOFF 515 515D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 517,DANOFF 517 517A,DANOFF 517 517A-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 517,DANOFF 517 517B,DANOFF 517 517B-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
DANOFF HALL,DANOFF FL 5,DANOFF 517,DANOFF 517 517C,DANOFF 517 517C-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 130,GRADCTR A 130 131,GRADCTR A 130 131-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 130,GRADCTR A 130 132,GRADCTR A 130 132-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 130,GRADCTR A 130 133,GRADCTR A 130 133-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 130,GRADCTR A 130 134,GRADCTR A 130 134-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 130,GRADCTR A 130 135,GRADCTR A 130 135-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 221,GRADCTR A 220 221-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 222,GRADCTR A 220 222-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 223,GRADCTR A 220 223-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 224,GRADCTR A 220 224-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 225,GRADCTR A 220 225-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 241,GRADCTR A 240 241-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 242,GRADCTR A 240 242-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 243,GRADCTR A 240 243-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 244,GRADCTR A 240 244-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 245,GRADCTR A 240 245-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 246,GRADCTR A 240 246-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 330,GRADCTR A 330 331,GRADCTR A 330 331-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 330,GRADCTR A 330 332,GRADCTR A 330 332-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 330,GRADCTR A 330 333,GRADCTR A 330 333-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 330,GRADCTR A 330 334,GRADCTR A 330 334-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 330,GRADCTR A 330 335,GRADCTR A 330 335-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 341,GRADCTR A 340 341-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 342,GRADCTR A 340 342-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 343,GRADCTR A 340 343-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 344,GRADCTR A 340 344-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 345,GRADCTR A 340 345-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 346,GRADCTR A 340 346-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 430,GRADCTR A 430 431,GRADCTR A 430 431-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 430,GRADCTR A 430 432,GRADCTR A 430 432-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 430,GRADCTR A 430 433,GRADCTR A 430 433-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 430,GRADCTR A 430 434,GRADCTR A 430 434-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 430,GRADCTR A 430 435,GRADCTR A 430 435-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 511,GRADCTR A 510 511-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 512,GRADCTR A 510 512-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 513,GRADCTR A 510 513-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 514,GRADCTR A 510 514-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 515,GRADCTR A 510 515-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 521,GRADCTR A 520 521-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 522,GRADCTR A 520 522-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
