Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
GREGORIAN QUAD B,GREG B FL 3,GREG B 310,GREG B 310 310C,GREG B 310 310C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 310,GREG B 310 310D,GREG B 310 310D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 402A,GREG B 402A,GREG B 402A-1,Single,,CoEd,24-25 Fall Senior Selection
Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
GREGORIAN QUAD B,GREG B FL 4,GREG B 402E,GREG B 402E,GREG B 402E-1,Single,,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 402F,GREG B 402F,GREG B 402F-1,Single,,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 404D,GREG B 404D,GREG B 404D-1,Single,,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 405C,GREG B 405C,GREG B 405C-1,Single,,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 405D,GREG B 405D,GREG B 405D-1,Single,,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 1 E,HEGEMAN 113,HEGEMAN 113 113A,HEGEMAN 113 113A-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 1 E,HEGEMAN 113,HEGEMAN 113 113B,HEGEMAN 113 113B-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 1 E,HEGEMAN 113,HEGEMAN 113 113C,HEGEMAN 113 113C-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 1 E,HEGEMAN 114,HEGEMAN 114,HEGEMAN 114-1,Single,,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 1 E,HEGEMAN 115,HEGEMAN 115,HEGEMAN 115-1,Single,,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 1 E,HEGEMAN 116,HEGEMAN 116 116A,HEGEMAN 116 116A-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 1 E,HEGEMAN 116,HEGEMAN 116 116B,HEGEMAN 116 116B-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 1 E,HEGEMAN 116,HEGEMAN 116 116C,HEGEMAN 116 116C-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 2 E,HEGEMAN 212,HEGEMAN 212,HEGEMAN 212-1,Double,,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 2 E,HEGEMAN 212,HEGEMAN 212,HEGEMAN 212-2,Double,,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 2 E,HEGEMAN 213,HEGEMAN 213 213A,HEGEMAN 213 213A-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 2 E,HEGEMAN 213,HEGEMAN 213 213C,HEGEMAN 213 213C-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 2 E,HEGEMAN 213,HEGEMAN 213 213D,HEGEMAN 213 213D-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 2 E,HEGEMAN 215,HEGEMAN 215 215A,HEGEMAN 215 215A-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 2 E,HEGEMAN 215,HEGEMAN 215 215B,HEGEMAN 215 215B-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
HEGEMAN HALL,HEGEMAN FL 2 E,HEGEMAN 215,HEGEMAN 215 215C,HEGEMAN 215 215C-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
HOPE COLLEGE,HOPE FL 1,HOPE 116,HOPE 116,HOPE 116-1,Single,,CoEd,24-25 Fall Senior Selection
HOPE COLLEGE,HOPE FL 3,HOPE 307,HOPE 307,HOPE 307-1,Double,,CoEd,24-25 Fall Senior Selection
HOPE COLLEGE,HOPE FL 3,HOPE 307,HOPE 307,HOPE 307-2,Double,,CoEd,24-25 Fall Senior Selection
HOPE COLLEGE,HOPE FL 3,HOPE 314,HOPE 314,HOPE 314-1,Single,,CoEd,24-25 Fall Senior Selection
HOPE COLLEGE,HOPE FL 3,HOPE 316,HOPE 316,HOPE 316-1,Single,,CoEd,24-25 Fall Senior Selection
HOPE COLLEGE,HOPE FL 4,HOPE 406,HOPE 406,HOPE 406-1,Single,,CoEd,24-25 Fall Senior Selection
HOPE COLLEGE,HOPE FL 4,HOPE 412,HOPE 412,HOPE 412-1,Double,,CoEd,24-25 Fall Senior Selection
HOPE COLLEGE,HOPE FL 4,HOPE 412,HOPE 412,HOPE 412-2,Double,,CoEd,24-25 Fall Senior Selection
HOPE COLLEGE,HOPE FL 4,HOPE 416,HOPE 416,HOPE 416-1,Single,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 3,MINDEN 301,MINDEN 301 301B,MINDEN 301 301B-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 3,MINDEN 301,MINDEN 301 301C,MINDEN 301 301C-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 3,MINDEN 301,MINDEN 301 301D,MINDEN 301 301D-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 3,MINDEN 308,MINDEN 308,MINDEN 308-1,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 3,MINDEN 308,MINDEN 308,MINDEN 308-2,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 4,MINDEN 406,MINDEN 406,MINDEN 406-1,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 4,MINDEN 406,MINDEN 406,MINDEN 406-2,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 4,MINDEN 408,MINDEN 408,MINDEN 408-1,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 4,MINDEN 408,MINDEN 408,MINDEN 408-2,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 5,MINDEN 506,MINDEN 506,MINDEN 506-1,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 5,MINDEN 506,MINDEN 506,MINDEN 506-2,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 5,MINDEN 508,MINDEN 508,MINDEN 508-1,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 5,MINDEN 508,MINDEN 508,MINDEN 508-2,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 6,MINDEN 607,MINDEN 607,MINDEN 607-1,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 6,MINDEN 607,MINDEN 607,MINDEN 607-2,Double,,CoEd,24-25 Fall Senior Selection
Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
MINDEN HALL,MINDEN FL 6,MINDEN 608,MINDEN 608,MINDEN 608-1,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 6,MINDEN 608,MINDEN 608,MINDEN 608-2,Double,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 7,MINDEN 702,MINDEN 702,MINDEN 702-1,Triple,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 7,MINDEN 702,MINDEN 702,MINDEN 702-2,Triple,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 7,MINDEN 702,MINDEN 702,MINDEN 702-3,Triple,,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 7,MINDEN 715,MINDEN 715 715B,MINDEN 715 715B-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 7,MINDEN 715,MINDEN 715 715C,MINDEN 715 715C-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
MINDEN HALL,MINDEN FL 7,MINDEN 715,MINDEN 715 715D,MINDEN 715 715D-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 317,OLNEY 317,OLNEY 317-1,Double,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 317,OLNEY 317,OLNEY 317-2,Double,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 322,OLNEY 322,OLNEY 322-1,Single,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 323,OLNEY 323,OLNEY 323-1,Single,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 324,OLNEY 324,OLNEY 324-1,Single,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 325,OLNEY 325,OLNEY 325-1,Single,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 327,OLNEY 327,OLNEY 327-1,Single,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 329,OLNEY 329,OLNEY 329-1,Double,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 329,OLNEY 329,OLNEY 329-2,Double,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 331A,OLNEY 331A,OLNEY 331A-1,Single,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 331B,OLNEY 331B,OLNEY 331B-1,Single,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 333,OLNEY 333,OLNEY 333-1,Double,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 333,OLNEY 333,OLNEY 333-2,Double,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 336,OLNEY 336,OLNEY 336-1,Double,,CoEd,24-25 Fall Senior Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 336,OLNEY 336,OLNEY 336-2,Double,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 3,SEARS 306A,SEARS 306A,SEARS 306A-1,Single,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 3,SEARS 306B,SEARS 306B,SEARS 306B-1,Single,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 3,SEARS 310,SEARS 310,SEARS 310-1,Single,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 3,SEARS 311,SEARS 311,SEARS 311-1,Single,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 3,SEARS 312,SEARS 312,SEARS 312-1,Single,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 3,SEARS 313,SEARS 313,SEARS 313-1,Double,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 3,SEARS 313,SEARS 313,SEARS 313-2,Double,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 3,SEARS 314,SEARS 314,SEARS 314-1,Double,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 3,SEARS 314,SEARS 314,SEARS 314-2,Double,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 3,SEARS 319,SEARS 319,SEARS 319-1,Single,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 3,SEARS 320,SEARS 320,SEARS 320-1,Single,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 3,SEARS 321,SEARS 321,SEARS 321-1,Single,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 4,SEARS 423,SEARS 423,SEARS 423-1,Single,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 4,SEARS 424,SEARS 424,SEARS 424-1,Single,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 4,SEARS 426,SEARS 426,SEARS 426-1,Double,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 4,SEARS 426,SEARS 426,SEARS 426-2,Double,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 4,SEARS 429,SEARS 429,SEARS 429-1,Single,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 4,SEARS 430,SEARS 430,SEARS 430-1,Double,,CoEd,24-25 Fall Senior Selection
SEARS HOUSE,SEARS FL 4,SEARS 430,SEARS 430,SEARS 430-2,Double,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 1 S,SLATER 102,SLATER 102,SLATER 102-1,Double,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 1 S,SLATER 102,SLATER 102,SLATER 102-2,Double,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 1 N,SLATER 105,SLATER 105,SLATER 105-1,Single,,CoEd,24-25 Fall Senior Selection
Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
SLATER HALL,SLATER FL 1 N,SLATER 106,SLATER 106,SLATER 106-1,Single,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 1 S,SLATER 107,SLATER 107,SLATER 107-1,Single,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 2,SLATER 201,SLATER 201,SLATER 201-1,Quad,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 2,SLATER 201,SLATER 201,SLATER 201-2,Quad,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 2,SLATER 201,SLATER 201,SLATER 201-3,Quad,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 2,SLATER 201,SLATER 201,SLATER 201-4,Quad,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 2,SLATER 204,SLATER 204,SLATER 204-1,Quad,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 2,SLATER 204,SLATER 204,SLATER 204-2,Quad,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 2,SLATER 204,SLATER 204,SLATER 204-3,Quad,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 2,SLATER 204,SLATER 204,SLATER 204-4,Quad,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 2,SLATER 206,SLATER 206,SLATER 206-1,Single,,CoEd,24-25 Fall Senior Selection
SLATER HALL,SLATER FL 2,SLATER 207,SLATER 207,SLATER 207-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 303,WAYLAND 303,WAYLAND 303-1,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 303,WAYLAND 303,WAYLAND 303-2,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 305,WAYLAND 305,WAYLAND 305-1,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 305,WAYLAND 305,WAYLAND 305-2,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 312,WAYLAND 312,WAYLAND 312-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 313,WAYLAND 313,WAYLAND 313-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 320,WAYLAND 320,WAYLAND 320-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 330,WAYLAND 330,WAYLAND 330-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 337,WAYLAND 337,WAYLAND 337-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 338,WAYLAND 338,WAYLAND 338-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 345,WAYLAND 345,WAYLAND 345-1,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 345,WAYLAND 345,WAYLAND 345-2,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 347,WAYLAND 347,WAYLAND 347-1,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 3,WAYLAND 347,WAYLAND 347,WAYLAND 347-2,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 N,WAYLAND 401,WAYLAND 401,WAYLAND 401-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 N,WAYLAND 402,WAYLAND 402,WAYLAND 402-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 N,WAYLAND 404,WAYLAND 404,WAYLAND 404-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 N,WAYLAND 405,WAYLAND 405,WAYLAND 405-1,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 N,WAYLAND 405,WAYLAND 405,WAYLAND 405-2,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 N,WAYLAND 407,WAYLAND 407,WAYLAND 407-1,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 N,WAYLAND 407,WAYLAND 407,WAYLAND 407-2,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 443,WAYLAND 443,WAYLAND 443-1,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 443,WAYLAND 443,WAYLAND 443-2,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 445,WAYLAND 445,WAYLAND 445-1,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 445,WAYLAND 445,WAYLAND 445-2,Double,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 446,WAYLAND 446,WAYLAND 446-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 448,WAYLAND 448,WAYLAND 448-1,Single,,CoEd,24-25 Fall Senior Selection
WAYLAND HOUSE,WAYLAND FL 4 S,WAYLAND 449,WAYLAND 449,WAYLAND 449-1,Single,,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 3,YO 10 340,YO 10 340 341,YO 10 340 341-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 3,YO 10 340,YO 10 340 342,YO 10 340 342-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 3,YO 10 340,YO 10 340 343,YO 10 340 343-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 3,YO 10 340,YO 10 340 344,YO 10 340 344-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 4,YO 10 420,YO 10 420 421,YO 10 420 421-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
YOUNG ORCHARD 10,YO 10 FL 4,YO 10 420,YO 10 420 422,YO 10 420 422-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 4,YO 10 420,YO 10 420 423,YO 10 420 423-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 10,YO 10 FL 4,YO 10 420,YO 10 420 424,YO 10 420 424-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 220,YO 2 220 221,YO 2 220 221-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 220,YO 2 220 222,YO 2 220 222-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 220,YO 2 220 223,YO 2 220 223-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 220,YO 2 220 224,YO 2 220 224-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 230,YO 2 230 231,YO 2 230 231-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 230,YO 2 230 232,YO 2 230 232-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 230,YO 2 230 233,YO 2 230 233-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 230,YO 2 230 234,YO 2 230 234-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 240,YO 2 240 241,YO 2 240 241-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 240,YO 2 240 242,YO 2 240 242-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 240,YO 2 240 243,YO 2 240 243-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 2,YO 2 FL 2,YO 2 240,YO 2 240 244,YO 2 240 244-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 2,YO 4 230,YO 4 230 231,YO 4 230 231-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 2,YO 4 230,YO 4 230 232,YO 4 230 232-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 2,YO 4 230,YO 4 230 233,YO 4 230 233-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 2,YO 4 230,YO 4 230 234,YO 4 230 234-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 3,YO 4 310,YO 4 310 311,YO 4 310 311-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 3,YO 4 310,YO 4 310 312,YO 4 310 312-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 3,YO 4 310,YO 4 310 313,YO 4 310 313-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 3,YO 4 310,YO 4 310 314,YO 4 310 314-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 4,YO 4 420,YO 4 420 421,YO 4 420 421-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 4,YO 4 420,YO 4 420 422,YO 4 420 422-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 4,YO 4 420,YO 4 420 423,YO 4 420 423-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
YOUNG ORCHARD 4,YO 4 FL 4,YO 4 420,YO 4 420 424,YO 4 420 424-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection